id,itemTime,1,2,3,4,correct,type,sentence
A11NPNK8885N99:3ATTHHXXWBWP7VVXH2QKINKHBEPIXX,1419456083848,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A11NPNK8885N99:3ATTHHXXWBWP7VVXH2QKINKHBEPIXX,1419456102071,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A11NPNK8885N99:3ATTHHXXWBWP7VVXH2QKINKHBEPIXX,1419456137983,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
A11NPNK8885N99:3ATTHHXXWBWP7VVXH2QKINKHBEPIXX,1419456143654,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A11NPNK8885N99:3ATTHHXXWBWP7VVXH2QKINKHBEPIXX,1419456149239,0,2.0,,,True,control,There are no connections from the circles to the scissors.
A11NPNK8885N99:3ATTHHXXWBWP7VVXH2QKINKHBEPIXX,1419456160766,0,0.0,0.0,-4.0,False,control,The letter is connected to more than half of the rectangles.
A11NPNK8885N99:3ATTHHXXWBWP7VVXH2QKINKHBEPIXX,1419456166326,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A11NPNK8885N99:3ATTHHXXWBWP7VVXH2QKINKHBEPIXX,1419456174031,1,,,,True,control,There are more than three triangles.
A142ZRU284W9O:3SB4CE2TJW3A1DCZ5EY71PWYY6KAXL,1419455772519,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A142ZRU284W9O:3SB4CE2TJW3A1DCZ5EY71PWYY6KAXL,1419455780062,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A142ZRU284W9O:3SB4CE2TJW3A1DCZ5EY71PWYY6KAXL,1419455784499,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A142ZRU284W9O:3SB4CE2TJW3A1DCZ5EY71PWYY6KAXL,1419455788225,0,-2.0,,,False,control,There are more than three triangles.
A142ZRU284W9O:3SB4CE2TJW3A1DCZ5EY71PWYY6KAXL,1419455796719,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
A142ZRU284W9O:3SB4CE2TJW3A1DCZ5EY71PWYY6KAXL,1419455803712,0,2.0,,,True,control,There are no connections from the circles to the scissors.
A142ZRU284W9O:3SB4CE2TJW3A1DCZ5EY71PWYY6KAXL,1419455809216,0,0.0,3.0,,True,control,The bell is connected to more than half of the triangles.
A142ZRU284W9O:3SB4CE2TJW3A1DCZ5EY71PWYY6KAXL,1419455812081,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A150GMV1YQWWB3:3GS6S824SR52WW1Y4D7QLC2ROBDNWP,1419456267367,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A150GMV1YQWWB3:3GS6S824SR52WW1Y4D7QLC2ROBDNWP,1419456288331,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A150GMV1YQWWB3:3GS6S824SR52WW1Y4D7QLC2ROBDNWP,1419456305614,0,2.0,,,True,control,There are no connections from the triangles to the bell.
A150GMV1YQWWB3:3GS6S824SR52WW1Y4D7QLC2ROBDNWP,1419456310741,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A150GMV1YQWWB3:3GS6S824SR52WW1Y4D7QLC2ROBDNWP,1419456315547,1,,,,True,control,There are more than three triangles.
A150GMV1YQWWB3:3GS6S824SR52WW1Y4D7QLC2ROBDNWP,1419456325993,0,0.0,0.0,-4.0,False,control,The letter is connected to more than half of the rectangles.
A150GMV1YQWWB3:3GS6S824SR52WW1Y4D7QLC2ROBDNWP,1419456335616,0,0.0,0.0,4.0,True,control,The scissors are not connected to more than 3 of the circles.
A150GMV1YQWWB3:3GS6S824SR52WW1Y4D7QLC2ROBDNWP,1419456343332,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A175PJR0W3LO8I:3OS4RQUCRANYK1Q6BYSHQTGXCJ1BFI,1419430382505,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A175PJR0W3LO8I:3OS4RQUCRANYK1Q6BYSHQTGXCJ1BFI,1419430391850,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A175PJR0W3LO8I:3OS4RQUCRANYK1Q6BYSHQTGXCJ1BFI,1419430415597,0,0.0,0.0,4.0,True,critical,The bell is connected to some of the triangles.
A175PJR0W3LO8I:3OS4RQUCRANYK1Q6BYSHQTGXCJ1BFI,1419430419587,0,2.0,,,True,control,There are no connections from the triangles to the bell.
A175PJR0W3LO8I:3OS4RQUCRANYK1Q6BYSHQTGXCJ1BFI,1419430425634,0,0.0,3.0,,True,control,The bell is connected to more than half of the triangles.
A175PJR0W3LO8I:3OS4RQUCRANYK1Q6BYSHQTGXCJ1BFI,1419430431867,0,0.0,0.0,4.0,True,control,The scissors are not connected to more than 3 of the circles.
A175PJR0W3LO8I:3OS4RQUCRANYK1Q6BYSHQTGXCJ1BFI,1419430438082,0,0.0,0.0,4.0,True,critical,The letter is connected to some of the rectangles.
A175PJR0W3LO8I:3OS4RQUCRANYK1Q6BYSHQTGXCJ1BFI,1419430441540,1,,,,True,control,There are more than three triangles.
A1ETJBNTO9ZWZ8:37C0GNLMHGBVG5VFO1GJRDRKM5ID6W,1419455899642,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A1ETJBNTO9ZWZ8:37C0GNLMHGBVG5VFO1GJRDRKM5ID6W,1419455909742,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A1ETJBNTO9ZWZ8:37C0GNLMHGBVG5VFO1GJRDRKM5ID6W,1419455929759,0,2.0,,,True,control,There are no connections from the rectangles to the letter.
A1ETJBNTO9ZWZ8:37C0GNLMHGBVG5VFO1GJRDRKM5ID6W,1419455950207,0,0.0,0.0,4.0,True,critical,The letter is connected to some of the rectangles.
A1ETJBNTO9ZWZ8:37C0GNLMHGBVG5VFO1GJRDRKM5ID6W,1419455954959,1,,,,True,control,There are more than three circles.
A1ETJBNTO9ZWZ8:37C0GNLMHGBVG5VFO1GJRDRKM5ID6W,1419455964271,0,0.0,3.0,,True,control,The letter is connected to more than half of the rectangles.
A1ETJBNTO9ZWZ8:37C0GNLMHGBVG5VFO1GJRDRKM5ID6W,1419455973055,0,0.0,0.0,4.0,True,critical,The bell is connected to some of the triangles.
A1ETJBNTO9ZWZ8:37C0GNLMHGBVG5VFO1GJRDRKM5ID6W,1419455981672,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
A1I6FS3V0246CX:3PB5A5BD0WEHWPJB91MJ3CUDU8IG78,1419455842199,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A1I6FS3V0246CX:3PB5A5BD0WEHWPJB91MJ3CUDU8IG78,1419455853100,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A1I6FS3V0246CX:3PB5A5BD0WEHWPJB91MJ3CUDU8IG78,1419455860083,1,,,,True,control,There are more than three circles.
A1I6FS3V0246CX:3PB5A5BD0WEHWPJB91MJ3CUDU8IG78,1419455866808,0,0.0,3.0,,True,control,The scissors are connected to more than half of the circles.
A1I6FS3V0246CX:3PB5A5BD0WEHWPJB91MJ3CUDU8IG78,1419455871308,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A1I6FS3V0246CX:3PB5A5BD0WEHWPJB91MJ3CUDU8IG78,1419455876172,0,0.0,-3.0,,False,control,There are no connections from the circles to the scissors.
A1I6FS3V0246CX:3PB5A5BD0WEHWPJB91MJ3CUDU8IG78,1419455889091,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
A1I6FS3V0246CX:3PB5A5BD0WEHWPJB91MJ3CUDU8IG78,1419455894831,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A1IRKCYXCJGI7T:3Q5ZZ9ZEVPNNG6ZA2AVYDFZJFJA582,1419457013871,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A1IRKCYXCJGI7T:3Q5ZZ9ZEVPNNG6ZA2AVYDFZJFJA582,1419457045001,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A1IRKCYXCJGI7T:3Q5ZZ9ZEVPNNG6ZA2AVYDFZJFJA582,1419457057137,0,0.0,-3.0,,False,critical,The scissors are connected to some of the circles.
A1IRKCYXCJGI7T:3Q5ZZ9ZEVPNNG6ZA2AVYDFZJFJA582,1419457065111,0,0.0,-3.0,,False,control,There are more than three circles.
A1IRKCYXCJGI7T:3Q5ZZ9ZEVPNNG6ZA2AVYDFZJFJA582,1419457073946,0,0.0,-3.0,,False,control,The bell is not connected to more than 3 of the triangles.
A1IRKCYXCJGI7T:3Q5ZZ9ZEVPNNG6ZA2AVYDFZJFJA582,1419457082603,0,0.0,0.0,4.0,True,critical,The bell is connected to some of the triangles.
A1IRKCYXCJGI7T:3Q5ZZ9ZEVPNNG6ZA2AVYDFZJFJA582,1419457092263,0,0.0,3.0,,True,control,The bell is connected to more than half of the triangles.
A1IRKCYXCJGI7T:3Q5ZZ9ZEVPNNG6ZA2AVYDFZJFJA582,1419457100502,0,2.0,,,True,control,There are no connections from the circles to the scissors.
A1J2JURNEFOO0L:3QY7M81QH8UMYBFUZS7Y14M61PZK7F,1419462902733,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A1J2JURNEFOO0L:3QY7M81QH8UMYBFUZS7Y14M61PZK7F,1419462918973,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A1J2JURNEFOO0L:3QY7M81QH8UMYBFUZS7Y14M61PZK7F,1419462930965,0,0.0,0.0,-4.0,False,control,The scissors are not connected to more than 3 of the circles.
A1J2JURNEFOO0L:3QY7M81QH8UMYBFUZS7Y14M61PZK7F,1419462935061,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A1J2JURNEFOO0L:3QY7M81QH8UMYBFUZS7Y14M61PZK7F,1419462940853,0,0.0,0.0,-4.0,False,control,There are more than three circles.
A1J2JURNEFOO0L:3QY7M81QH8UMYBFUZS7Y14M61PZK7F,1419462945701,0,0.0,3.0,,True,control,The letter is connected to more than half of the rectangles.
A1J2JURNEFOO0L:3QY7M81QH8UMYBFUZS7Y14M61PZK7F,1419462948940,0,2.0,,,True,control,There are no connections from the circles to the scissors.
A1J2JURNEFOO0L:3QY7M81QH8UMYBFUZS7Y14M61PZK7F,1419462954205,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A1J9Q6RSHU9IM4:3VZLGYJEYMIB2LK7H6E6IIN77RHZX1,1419430324834,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A1J9Q6RSHU9IM4:3VZLGYJEYMIB2LK7H6E6IIN77RHZX1,1419430338833,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A1J9Q6RSHU9IM4:3VZLGYJEYMIB2LK7H6E6IIN77RHZX1,1419430352899,0,0.0,0.0,-4.0,False,control,There are no connections from the rectangles to the letter.
A1J9Q6RSHU9IM4:3VZLGYJEYMIB2LK7H6E6IIN77RHZX1,1419430358250,0,0.0,-3.0,,False,critical,The scissors are connected to some of the circles.
A1J9Q6RSHU9IM4:3VZLGYJEYMIB2LK7H6E6IIN77RHZX1,1419430364449,0,0.0,0.0,-4.0,False,control,The bell is connected to more than half of the triangles.
A1J9Q6RSHU9IM4:3VZLGYJEYMIB2LK7H6E6IIN77RHZX1,1419430370633,0,0.0,-3.0,,False,control,The letter is not connected to more than 3 of the rectangles.
A1J9Q6RSHU9IM4:3VZLGYJEYMIB2LK7H6E6IIN77RHZX1,1419430372968,0,0.0,-3.0,,False,critical,The bell is connected to some of the triangles.
A1J9Q6RSHU9IM4:3VZLGYJEYMIB2LK7H6E6IIN77RHZX1,1419430376553,0,-2.0,,,False,control,There are more than three circles.
A1P47Q6LZPLQ6P:3IFS6Q0HJJRHBE9YNSKXJF3PWZMSIY,1419455830820,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A1P47Q6LZPLQ6P:3IFS6Q0HJJRHBE9YNSKXJF3PWZMSIY,1419455845551,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A1P47Q6LZPLQ6P:3IFS6Q0HJJRHBE9YNSKXJF3PWZMSIY,1419455853409,0,0.0,-3.0,,False,control,There are no connections from the circles to the scissors.
A1P47Q6LZPLQ6P:3IFS6Q0HJJRHBE9YNSKXJF3PWZMSIY,1419455858499,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A1P47Q6LZPLQ6P:3IFS6Q0HJJRHBE9YNSKXJF3PWZMSIY,1419455866935,0,0.0,3.0,,True,control,The bell is connected to more than half of the triangles.
A1P47Q6LZPLQ6P:3IFS6Q0HJJRHBE9YNSKXJF3PWZMSIY,1419455871618,1,,,,True,control,There are more than three circles.
A1P47Q6LZPLQ6P:3IFS6Q0HJJRHBE9YNSKXJF3PWZMSIY,1419455883212,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
A1P47Q6LZPLQ6P:3IFS6Q0HJJRHBE9YNSKXJF3PWZMSIY,1419455888517,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A1QTQISKEHWSKZ:36WLNQG780I6ENQAGN8B8BVX0IMBE0,1419432215710,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A1QTQISKEHWSKZ:36WLNQG780I6ENQAGN8B8BVX0IMBE0,1419432232293,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A1QTQISKEHWSKZ:36WLNQG780I6ENQAGN8B8BVX0IMBE0,1419432243949,0,0.0,-3.0,,False,control,There are no connections from the circles to the scissors.
A1QTQISKEHWSKZ:36WLNQG780I6ENQAGN8B8BVX0IMBE0,1419432252916,0,0.0,0.0,-4.0,False,control,The bell is not connected to more than 3 of the triangles.
A1QTQISKEHWSKZ:36WLNQG780I6ENQAGN8B8BVX0IMBE0,1419432256348,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A1QTQISKEHWSKZ:36WLNQG780I6ENQAGN8B8BVX0IMBE0,1419432263308,0,0.0,0.0,-4.0,False,control,The letter is connected to more than half of the rectangles.
A1QTQISKEHWSKZ:36WLNQG780I6ENQAGN8B8BVX0IMBE0,1419432266164,1,,,,True,control,There are more than three circles.
A1QTQISKEHWSKZ:36WLNQG780I6ENQAGN8B8BVX0IMBE0,1419432272261,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A1UTBDKOQ2MKUD:3X66WABAJXQZV6IO7PJTQVIXP6O3GI,1419430376478,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A1UTBDKOQ2MKUD:3X66WABAJXQZV6IO7PJTQVIXP6O3GI,1419430385068,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A1UTBDKOQ2MKUD:3X66WABAJXQZV6IO7PJTQVIXP6O3GI,1419430395775,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A1UTBDKOQ2MKUD:3X66WABAJXQZV6IO7PJTQVIXP6O3GI,1419430399848,1,,,,True,control,There are more than three rectangles.
A1UTBDKOQ2MKUD:3X66WABAJXQZV6IO7PJTQVIXP6O3GI,1419430411595,0,0.0,-3.0,,False,control,There are no connections from the rectangles to the letter.
A1UTBDKOQ2MKUD:3X66WABAJXQZV6IO7PJTQVIXP6O3GI,1419430422488,0,0.0,0.0,-4.0,False,control,The scissors are connected to more than half of the circles.
A1UTBDKOQ2MKUD:3X66WABAJXQZV6IO7PJTQVIXP6O3GI,1419430436237,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
A1UTBDKOQ2MKUD:3X66WABAJXQZV6IO7PJTQVIXP6O3GI,1419430441546,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A1WOMFPK86YSOK:3EA3QWIZ4J3IQEMDCSPNTKZBYI1ITE,1419455850789,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A1WOMFPK86YSOK:3EA3QWIZ4J3IQEMDCSPNTKZBYI1ITE,1419455876233,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A1WOMFPK86YSOK:3EA3QWIZ4J3IQEMDCSPNTKZBYI1ITE,1419455887910,0,0.0,-3.0,,False,control,The letter is connected to more than half of the rectangles.
A1WOMFPK86YSOK:3EA3QWIZ4J3IQEMDCSPNTKZBYI1ITE,1419455897378,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A1WOMFPK86YSOK:3EA3QWIZ4J3IQEMDCSPNTKZBYI1ITE,1419455909761,-1,,,,False,control,The bell is not connected to more than 3 of the triangles.
A1WOMFPK86YSOK:3EA3QWIZ4J3IQEMDCSPNTKZBYI1ITE,1419455920581,1,,,,True,control,There are more than three triangles.
A1WOMFPK86YSOK:3EA3QWIZ4J3IQEMDCSPNTKZBYI1ITE,1419455927717,-1,,,,False,control,There are no connections from the triangles to the bell.
A1WOMFPK86YSOK:3EA3QWIZ4J3IQEMDCSPNTKZBYI1ITE,1419455940781,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A1XLGIFFGB01EU:3EQHHY4HQT029L5SL87M5SGH32NG5T,1419455777537,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A1XLGIFFGB01EU:3EQHHY4HQT029L5SL87M5SGH32NG5T,1419455785684,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A1XLGIFFGB01EU:3EQHHY4HQT029L5SL87M5SGH32NG5T,1419455796014,0,0.0,0.0,-4.0,False,control,The scissors are connected to more than half of the circles.
A1XLGIFFGB01EU:3EQHHY4HQT029L5SL87M5SGH32NG5T,1419455798919,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A1XLGIFFGB01EU:3EQHHY4HQT029L5SL87M5SGH32NG5T,1419455802254,0,2.0,,,True,control,There are no connections from the rectangles to the letter.
A1XLGIFFGB01EU:3EQHHY4HQT029L5SL87M5SGH32NG5T,1419455808050,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
A1XLGIFFGB01EU:3EQHHY4HQT029L5SL87M5SGH32NG5T,1419455810389,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A1XLGIFFGB01EU:3EQHHY4HQT029L5SL87M5SGH32NG5T,1419455814002,0,-2.0,,,False,control,There are more than three rectangles.
A2AGQGMZVSZVUJ:34Q075JO1YL6AZTO6JG7HAGKK5T01S,1419455973692,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A2AGQGMZVSZVUJ:34Q075JO1YL6AZTO6JG7HAGKK5T01S,1419455999920,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A2AGQGMZVSZVUJ:34Q075JO1YL6AZTO6JG7HAGKK5T01S,1419456022581,0,0.0,3.0,,True,control,The letter is connected to more than half of the rectangles.
A2AGQGMZVSZVUJ:34Q075JO1YL6AZTO6JG7HAGKK5T01S,1419456030270,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A2AGQGMZVSZVUJ:34Q075JO1YL6AZTO6JG7HAGKK5T01S,1419456038606,0,2.0,,,True,control,There are no connections from the circles to the scissors.
A2AGQGMZVSZVUJ:34Q075JO1YL6AZTO6JG7HAGKK5T01S,1419456073299,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
A2AGQGMZVSZVUJ:34Q075JO1YL6AZTO6JG7HAGKK5T01S,1419456082451,1,,,,True,control,There are more than three rectangles.
A2AGQGMZVSZVUJ:34Q075JO1YL6AZTO6JG7HAGKK5T01S,1419456087522,0,2.0,,,True,critical,The bell is connected to some of the triangles.
A2BLQ1GVEHJR8T:3ITXP059PXRD6PT45A5XVGIP9EBSJA,1419455831187,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A2BLQ1GVEHJR8T:3ITXP059PXRD6PT45A5XVGIP9EBSJA,1419455850721,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A2BLQ1GVEHJR8T:3ITXP059PXRD6PT45A5XVGIP9EBSJA,1419455873526,0,0.0,3.0,,True,control,The scissors are connected to more than half of the circles.
A2BLQ1GVEHJR8T:3ITXP059PXRD6PT45A5XVGIP9EBSJA,1419455877679,0,2.0,,,True,critical,The scissors are connected to some of the circles.
A2BLQ1GVEHJR8T:3ITXP059PXRD6PT45A5XVGIP9EBSJA,1419455884859,0,0.0,0.0,-4.0,False,control,The scissors are not connected to more than 3 of the circles.
A2BLQ1GVEHJR8T:3ITXP059PXRD6PT45A5XVGIP9EBSJA,1419455889670,0,2.0,,,True,control,There are no connections from the triangles to the bell.
A2BLQ1GVEHJR8T:3ITXP059PXRD6PT45A5XVGIP9EBSJA,1419455893023,1,,,,True,control,There are more than three circles.
A2BLQ1GVEHJR8T:3ITXP059PXRD6PT45A5XVGIP9EBSJA,1419455896691,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A2CEXG9VDKI9NP:3S0TNUHWKUQIKJE3HGDHBRNBS0ZD89,1419430378535,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
A2CEXG9VDKI9NP:3S0TNUHWKUQIKJE3HGDHBRNBS0ZD89,1419430387552,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
A2CEXG9VDKI9NP:3S0TNUHWKUQIKJE3HGDHBRNBS0ZD89,1419430401519,0,0.0,-3.0,,False,control,There are no connections from the rectangles to the letter.
A2CEXG9VDKI9NP:3S0TNUHWKUQIKJE3HGDHBRNBS0ZD89,1419430404972,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
A2CEXG9VDKI9NP:3S0TNUHWKUQIKJE3HGDHBRNBS0ZD89,1419430408495,1,,,,True,control,There are more than three triangles.
