HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.S1,Answer.S2,Answer.S3,Answer.S4,Answer.S5,Answer.comment
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,21FDWIOV1S7W5NB8JFS37DZ8RZEJYX,A1E7OHVYT28ZZ7,Approved,Thu Jul 11 16:40:23 GMT 2013,Thu Jul 11 16:41:26 GMT 2013,Thu Jul 11 17:41:26 PDT 2013,Thu Jul 11 12:55:24 PDT 2013,,,63,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,false,all the circles are yellow
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,23D0XULRGNTF1NK1GIWFY7N66B25RT,A197EXGCMR52KI,Approved,Thu Jul 11 16:21:28 GMT 2013,Thu Jul 11 16:22:06 GMT 2013,Thu Jul 11 17:22:06 PDT 2013,Thu Jul 11 12:55:24 PDT 2013,,,38,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,true,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,247J51Y7QEO3XIO74XJTVOFXV4CFCF,A2Q9AI41EH40ME,Approved,Thu Jul 11 15:51:23 GMT 2013,Thu Jul 11 16:19:36 GMT 2013,Thu Jul 11 17:19:36 PDT 2013,Thu Jul 11 12:55:24 PDT 2013,,,1693,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,false,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,24VK4F0OHOVVJOGCN9TLI2HEGNV32M,A1IPZGHZ1OKEMG,Approved,Thu Jul 11 15:52:14 GMT 2013,Thu Jul 11 15:54:20 GMT 2013,Thu Jul 11 16:54:20 PDT 2013,Thu Jul 11 12:55:24 PDT 2013,,,126,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,false,false,true,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,25GK5UFJ51YB8YMEIJHSACSTQF08BL,AFHLZ5N0FVBPF,Approved,Thu Jul 11 16:24:35 GMT 2013,Thu Jul 11 16:25:31 GMT 2013,Thu Jul 11 17:25:31 PDT 2013,Thu Jul 11 12:55:25 PDT 2013,,,56,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,false,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,262VKI62NJQ6JR0ECUHHFBKLGM4LTF,A15Z0T2Y2B4WLM,Approved,Thu Jul 11 18:06:34 GMT 2013,Thu Jul 11 18:07:50 GMT 2013,Thu Jul 11 19:07:50 PDT 2013,Thu Jul 11 12:55:25 PDT 2013,,,76,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,false,true,true,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,26UDIPDOBDDTQ9HBNF4DHXMB7HV0BX,AWQ0LCLKBDQHI,Approved,Thu Jul 11 18:49:02 GMT 2013,Thu Jul 11 18:49:58 GMT 2013,Thu Jul 11 19:49:58 PDT 2013,Thu Jul 11 12:55:25 PDT 2013,,,56,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,true,false,true,false,false,nothing
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,27MLRGNTBJ3Q4XVKIAYNF2KHF06U8N,A2YW509B0UMSEH,Approved,Thu Jul 11 16:09:46 GMT 2013,Thu Jul 11 16:11:16 GMT 2013,Thu Jul 11 17:11:16 PDT 2013,Thu Jul 11 12:55:25 PDT 2013,,,90,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,false,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,280E4BLYHVI8M8QHN6L8MNEZW21U07,A3S9TRCVQEAWFW,Approved,Thu Jul 11 18:32:10 GMT 2013,Thu Jul 11 18:33:28 GMT 2013,Thu Jul 11 19:33:28 PDT 2013,Thu Jul 11 12:55:25 PDT 2013,,,78,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,false,true,false,simple hit
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,28GCCF0CP5K17DG2L3OYP4PMBELWVW,A3Z8J9G2CIQ0U,Approved,Thu Jul 11 17:11:37 GMT 2013,Thu Jul 11 17:13:33 GMT 2013,Thu Jul 11 18:13:33 PDT 2013,Thu Jul 11 12:55:25 PDT 2013,,,116,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,false,true,false,I don't understand reason behind this study.
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,28SLWSBRI8IYTMW9CTAH1TLB7CME2P,ARUKOYG71MKP3,Approved,Thu Jul 11 16:43:38 GMT 2013,Thu Jul 11 16:45:00 GMT 2013,Thu Jul 11 17:45:00 PDT 2013,Thu Jul 11 12:55:26 PDT 2013,,,82,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,true,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,28U4E6AUBXH0A15UOU0VKZWDVCI1X3,A259WL09N16KPL,Approved,Thu Jul 11 16:07:15 GMT 2013,Thu Jul 11 16:09:16 GMT 2013,Thu Jul 11 17:09:16 PDT 2013,Thu Jul 11 12:55:26 PDT 2013,,,121,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,true,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,28U4E6AUBXH0A15UOU0VKZWDVCPX16,A2MZ9GB1QR6PYK,Approved,Thu Jul 11 19:11:00 GMT 2013,Thu Jul 11 19:11:42 GMT 2013,Thu Jul 11 20:11:42 PDT 2013,Thu Jul 11 12:55:26 PDT 2013,,,42,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,false,true,false,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,29PR24SMEZZ642I1QUL8Y9Y3CKG2JW,A3485IQYNO94GA,Approved,Thu Jul 11 15:51:19 GMT 2013,Thu Jul 11 15:52:09 GMT 2013,Thu Jul 11 16:52:09 PDT 2013,Thu Jul 11 12:55:26 PDT 2013,,,50,100% (2/2),100% (2/2),100% (2/2),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,false,no
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,2A4OK2JE1M7T2470UHXO8AC08CPVOM,A19BNR0HVICIT3,Approved,Thu Jul 11 17:47:23 GMT 2013,Thu Jul 11 17:48:42 GMT 2013,Thu Jul 11 18:48:42 PDT 2013,Thu Jul 11 12:55:26 PDT 2013,,,79,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,true,true,true,true,nothing
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,2APULRGNTBJ746BC80G7W62KL2V7TO,A1TZT6IH99DO6Q,Approved,Thu Jul 11 16:37:58 GMT 2013,Thu Jul 11 16:38:48 GMT 2013,Thu Jul 11 17:38:48 PDT 2013,Thu Jul 11 12:55:27 PDT 2013,,,50,100% (2/2),100% (2/2),100% (2/2),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,false,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,2BI6SVQ8H88Q8E40892VLI1R1OPP61,A37JMX3HTQYLHU,Approved,Thu Jul 11 16:25:21 GMT 2013,Thu Jul 11 16:27:45 GMT 2013,Thu Jul 11 17:27:45 PDT 2013,Thu Jul 11 12:55:27 PDT 2013,,,144,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,true,true,true,true,THANK YOU.
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,2BIP6AUC26DKORBG0OM0OK0CSBNA30,A1A8ET28NGXPVO,Approved,Thu Jul 11 16:07:15 GMT 2013,Thu Jul 11 16:08:27 GMT 2013,Thu Jul 11 17:08:27 PDT 2013,Thu Jul 11 12:55:27 PDT 2013,,,72,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,false,true,false,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,2BPERSQV66RP71G862MWJVKIAT83BO,A2UNW2BIM2C8NU,Approved,Thu Jul 11 15:54:37 GMT 2013,Thu Jul 11 15:56:17 GMT 2013,Thu Jul 11 16:56:17 PDT 2013,Thu Jul 11 12:55:27 PDT 2013,,,100,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,true,false,true,false,Thank you for this hit.
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,2BUA1QP6AUC6OXELAYSXCV0FOR470I,A32SUEHDAATBBT,Approved,Thu Jul 11 18:30:13 GMT 2013,Thu Jul 11 18:31:17 GMT 2013,Thu Jul 11 19:31:17 PDT 2013,Thu Jul 11 12:55:27 PDT 2013,,,64,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,true,A great simple hit.Thanks for this one.
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,2BWIXKO2L92LWWUP9IUYXCCF43HED4,A25MAA14V6FLE3,Approved,Thu Jul 11 19:15:41 GMT 2013,Thu Jul 11 19:19:47 GMT 2013,Thu Jul 11 20:19:47 PDT 2013,Thu Jul 11 12:55:27 PDT 2013,,,246,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,false,all the circles are yellow
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,2CI45UUKQOYK52UGQDZOP010BJFWEN,A112NN1QM6NZ56,Approved,Thu Jul 11 16:02:16 GMT 2013,Thu Jul 11 16:03:09 GMT 2013,Thu Jul 11 17:03:09 PDT 2013,Thu Jul 11 12:55:28 PDT 2013,,,53,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,false,false,true,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,2CI45UUKQOYK52UGQDZOP010BJOWEW,A2I4A4WGWII18Z,Approved,Thu Jul 11 19:37:23 GMT 2013,Thu Jul 11 19:38:27 GMT 2013,Thu Jul 11 20:38:27 PDT 2013,Thu Jul 11 12:55:28 PDT 2013,,,64,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,false,true,true,false,
2PWBDPGFL6VG7GXOU84WROV1TL0J48,22KGNTBJ3MMHFPD4A8X2THB9MGTWA3,indicate which descriptions fit a picture,You will be shown a simple picture involving geometrical shapes and connections between them. Next to the picture are 5 sentences. You are asked to judge for each sentence whether it is true of the picture or not.,"perception, categorization, language",$0.10,Thu Jul 11 15:47:39 GMT 2013,50,BatchId:1204029;,3600,28800,Thu Jul 18 15:47:39 GMT 2013,,,2CWE6AUBXHWWZRD0CUMB8WDRPOS2YT,A1PRWRRWNYSKWE,Approved,Thu Jul 11 16:55:56 GMT 2013,Thu Jul 11 16:56:36 GMT 2013,Thu Jul 11 17:56:36 PDT 2013,Thu Jul 11 12:55:28 PDT 2013,,,40,100% (1/1),100% (1/1),100% (1/1),http://student.science.uva.nl/~mfranke/MTurk/k2trial/pic.jpg,false,true,true,true,false,
